|dog_x_positions|dog_y_positions
3723|[121.9350943]|[68.93753946]
3724|[120.86462538]|[67.8867796]
3725|[120.86462538]|[67.8867796]
3726|[120.86462538]|[67.8867796]
3727|[119.56376391]|[67.13994667]
3728|[119.56376391]|[67.13994667]
3729|[119.56376391]|[67.13994667]
3730|[118.26217455]|[66.39438304]
3731|[118.26217455]|[66.39438304]
3732|[116.95985708]|[65.65009196]
3733|[115.65744575]|[64.90596513]
3734|[115.65744575]|[64.90596513]
3735|[114.35485165]|[64.16215829]
3736|[114.35485165]|[64.16215829]
3737|[114.35485165]|[64.16215829]
3738|[113.05225126]|[63.41836248]
3739|[113.05225126]|[63.41836248]
3740|[111.74874522]|[62.67615496]
3741|[110.44542927]|[61.93361368]
3742|[110.44542927]|[61.93361368]
3743|[110.44542927]|[61.93361368]
3744|[110.44542927]|[61.93361368]
3745|[109.14257062]|[61.19027032]
3746|[107.83979203]|[60.44678667]
3747|[107.83979203]|[60.44678667]
3748|[106.53728711]|[59.70282369]
3749|[106.53728711]|[59.70282369]
3750|[105.23496606]|[58.95853887]
3751|[103.93267693]|[58.21419822]
3752|[103.93267693]|[58.21419822]
3753|[103.93267693]|[58.21419822]
3754|[103.93267693]|[58.21419822]
3755|[103.93267693]|[58.21419822]
3756|[102.63205001]|[57.46695687]
3757|[101.33146232]|[56.71964726]
3758|[100.03127163]|[55.97164715]
3759|[98.73165265]|[55.22265414]
3760|[97.43256313]|[54.47274321]
3761|[96.13389977]|[53.7220945]
3762|[94.83581787]|[52.97044074]
3763|[93.53847124]|[52.21751862]
3764|[92.24228266]|[51.46260461]
3765|[90.94759641]|[50.70511697]
3766|[89.65475478]|[49.94448531]
3767|[88.36392935]|[49.18043708]
3768|[87.07528185]|[48.41272123]
3769|[85.78868706]|[47.64157025]
3770|[84.50447121]|[46.86646402]
3771|[83.22291625]|[46.08696618]
3772|[81.94396796]|[45.30319883]
3773|[80.66850839]|[44.51376682]
3774|[79.39670155]|[43.71846351]
3775|[78.1290577]|[42.9165414]
3776|[76.86591157]|[42.10755323]
3777|[75.60867062]|[41.28941805]
3778|[76.80283791]|[40.38169315]
3779|[78.2634338]|[40.04013843]
3780|[79.75428493]|[39.87472103]
3781|[81.25248176]|[39.80119378]
3782|[82.75235459]|[39.78166186]
3783|[84.25233501]|[39.78932567]
3784|[85.75228855]|[39.80113165]
3785|[87.25227074]|[39.80844229]
3786|[88.75225049]|[39.8006487]
3787|[90.25218322]|[39.78644324]
3788|[91.75218317]|[39.78603349]
3789|[93.25180105]|[39.81988916]
3790|[94.74985545]|[39.89626335]
3791|[96.24444775]|[40.02351845]
3792|[97.73575899]|[40.18473505]
3793|[99.2240982]|[40.37140687]
3794|[100.7103064]|[40.57434822]
3795|[102.19944494]|[40.75453265]
3796|[103.69311616]|[40.89217812]
3797|[105.19081763]|[40.97518595]
3798|[106.69070509]|[40.99356047]
3799|[108.19066407]|[40.98246792]
3800|[109.69002474]|[40.93867767]
3801|[111.18760164]|[40.85345196]
3802|[112.68440161]|[40.75552421]
3803|[114.18290521]|[40.6885393]
3804|[115.68212212]|[40.64007648]
3805|[117.18097687]|[40.58147247]
3806|[118.67706698]|[40.47323941]
3807|[118.67706698]|[40.47323941]
3808|[120.17481417]|[40.55541813]
3809|[120.17481417]|[40.55541813]
3810|[121.67174294]|[40.45947929]
3811|[121.67174294]|[40.45947929]
3812|[123.16593791]|[40.32764076]
3813|[123.16593791]|[40.32764076]
3814|[123.16593791]|[40.32764076]
3815|[123.16593791]|[40.32764076]
3816|[124.65564321]|[40.15220378]
3817|[126.14279776]|[39.95631779]
3818|[126.14279776]|[39.95631779]
3819|[127.64249187]|[39.9260261]
3820|[127.64249187]|[39.9260261]
3821|[127.64249187]|[39.9260261]
3822|[129.14236514]|[39.94552396]
3823|[130.64230094]|[39.93164592]
3824|[130.64230094]|[39.93164592]
3825|[132.12484479]|[39.7034711]
3826|[132.12484479]|[39.7034711]
3827|[133.5421531]|[39.21231212]
3828|[133.5421531]|[39.21231212]
3829|[134.93573476]|[38.65739757]
3830|[134.93573476]|[38.65739757]
3831|[134.93573476]|[38.65739757]
3832|[136.42949504]|[38.52072191]
3833|[137.91760523]|[38.33223307]
3834|[137.91760523]|[38.33223307]
3835|[139.41418766]|[38.43343108]
3836|[139.41418766]|[38.43343108]
3837|[140.90943489]|[38.31411759]
3838|[140.90943489]|[38.31411759]
3839|[142.39755841]|[38.12573394]
3840|[142.39755841]|[38.12573394]
3841|[143.88552297]|[37.93609888]
3842|[145.3637519]|[37.68146336]
3843|[146.81754099]|[37.31200798]
3844|[146.81754099]|[37.31200798]
3845|[148.2572473]|[36.89100234]
3846|[148.2572473]|[36.89100234]
3847|[149.66832036]|[36.38220688]
3848|[149.66832036]|[36.38220688]
3849|[151.06446561]|[35.83377417]
3850|[152.41810648]|[35.18751077]
3851|[152.41810648]|[35.18751077]
3852|[153.5328916]|[34.18389025]
3853|[154.57586163]|[33.10583018]
3854|[154.57586163]|[33.10583018]
3855|[155.41875147]|[31.86504949]
3856|[155.41875147]|[31.86504949]
3857|[156.04925532]|[30.50399663]
3858|[156.57432595]|[29.09889847]
3859|[156.57432595]|[29.09889847]
3860|[156.6001992]|[27.59912163]
3861|[156.51419198]|[26.10158941]
3862|[156.51419198]|[26.10158941]
3863|[155.97503751]|[24.70183498]
3864|[155.45408092]|[23.2952063]
3865|[155.45408092]|[23.2952063]
3866|[155.08324795]|[21.841768]
3867|[154.61939753]|[20.41528884]
3868|[153.9926516]|[19.05250142]
3869|[153.9926516]|[19.05250142]
3870|[153.44772822]|[17.65498273]
3871|[152.80889949]|[16.29781735]
3872|[152.01397964]|[15.0257708]
3873|[151.01382998]|[13.90787069]
3874|[151.01382998]|[13.90787069]
3875|[149.70476055]|[13.1755202]
3876|[149.70476055]|[13.1755202]
3877|[149.70476055]|[13.1755202]
3878|[148.88342578]|[14.43067325]
3879|[147.99949294]|[15.64255722]
3880|[146.99619079]|[16.75762887]
3881|[145.94739435]|[17.83002153]
3882|[144.92689162]|[18.92937324]
3883|[143.81511016]|[19.93632011]
3884|[143.81511016]|[19.93632011]
3885|[143.81511016]|[19.93632011]
3886|[142.57571473]|[20.78124552]
3887|[141.24965051]|[21.48235443]
3888|[141.24965051]|[21.48235443]
3889|[139.90941371]|[20.80873338]
3890|[139.90941371]|[20.80873338]
3891|[139.44590871]|[19.38214195]
3892|[139.01297441]|[17.94597765]
3893|[139.01297441]|[17.94597765]
3894|[138.36868346]|[16.59139684]
3895|[137.17969499]|[15.67689894]
3896|[137.17969499]|[15.67689894]
3897|[135.98101797]|[14.77513767]
3898|[135.98101797]|[14.77513767]
3899|[134.81751067]|[13.82843245]
3900|[134.81751067]|[13.82843245]
3901|[134.81751067]|[13.82843245]
3902|[133.62791818]|[14.74214451]
3903|[133.62791818]|[14.74214451]
3904|[132.21633485]|[15.24952258]
3905|[130.76581491]|[15.63161143]
3906|[130.76581491]|[15.63161143]
3907|[129.26615608]|[15.59962094]
3908|[129.26615608]|[15.59962094]
3909|[127.76889207]|[15.6901775]
3910|[126.34702461]|[15.2123774]
3911|[126.34702461]|[15.2123774]
3912|[126.34702461]|[15.2123774]
3913|[126.04019229]|[13.74409476]
3914|[126.04019229]|[13.74409476]
3915|[125.43210697]|[12.37287915]
3916|[124.71410281]|[11.05588635]
3917|[124.71410281]|[11.05588635]
3918|[123.54091924]|[10.12119907]
3919|[122.28183493]|[9.3059036]
3920|[122.28183493]|[9.3059036]
3921|[120.94598011]|[8.62363393]
3922|[120.94598011]|[8.62363393]
3923|[119.4592454]|[8.82268143]
3924|[117.97252388]|[9.02182737]
3925|[117.97252388]|[9.02182737]
3926|[116.48606339]|[9.22291246]
3927|[116.48606339]|[9.22291246]
3928|[114.99996768]|[9.42667595]
3929|[114.99996768]|[9.42667595]
3930|[113.51422468]|[9.63299542]
3931|[112.02861434]|[9.840268]
3932|[112.02861434]|[9.840268]
3933|[112.02861434]|[9.840268]
3934|[112.02861434]|[9.840268]
3935|[110.5440801]|[10.05511233]
3936|[110.5440801]|[10.05511233]
3937|[109.05996317]|[10.27282076]
3938|[109.05996317]|[10.27282076]
3939|[107.57628235]|[10.49348158]
3940|[106.09273383]|[10.71503024]
3941|[106.09273383]|[10.71503024]
3942|[106.09273383]|[10.71503024]
3943|[104.60999805]|[10.94195444]
3944|[104.60999805]|[10.94195444]
3945|[103.12782118]|[11.17250103]
3946|[101.64574056]|[11.40366554]
3947|[100.16385107]|[11.63605218]
3948|[98.68221234]|[11.87003224]
3949|[98.68221234]|[11.87003224]
3950|[97.2012799]|[12.10844179]
3951|[97.2012799]|[12.10844179]
3952|[95.72093035]|[12.3504443]
3953|[95.48306095]|[13.8314636]
3954|[95.48306095]|[13.8314636]
3955|[96.24094838]|[15.12591585]
3956|[96.94355002]|[16.45118976]
3957|[97.67365068]|[17.7615153]
3958|[98.37261012]|[19.08871374]
3959|[98.37261012]|[19.08871374]
3960|[98.81865877]|[20.5208592]
3961|[99.31771868]|[21.93540478]
3962|[99.78151955]|[23.36190005]
3963|[99.78151955]|[23.36190005]
3964|[99.78151955]|[23.36190005]
3965|[99.78151955]|[23.36190005]
3966|[99.89386679]|[24.85768683]
3967|[99.92241117]|[26.35741521]
3968|[99.95999904]|[27.85694419]
3969|[99.9267614]|[29.3565759]
3970|[99.9267614]|[29.3565759]
3971|[99.51283597]|[30.79833376]
3972|[99.51283597]|[30.79833376]
3973|[99.51283597]|[30.79833376]
3974|[98.7982952]|[32.11720884]
3975|[98.09271286]|[33.44089822]
3976|[98.09271286]|[33.44089822]
3977|[97.14023387]|[34.59968369]
3978|[96.10718457]|[35.68725398]
3979|[96.10718457]|[35.68725398]
3980|[94.88812626]|[36.56126591]
3981|[93.40299518]|[36.77194495]
3982|[93.40299518]|[36.77194495]
3983|[91.92783306]|[36.50010544]
3984|[91.92783306]|[36.50010544]
3985|[90.45228981]|[36.23034233]
3986|[90.45228981]|[36.23034233]
3987|[88.97623382]|[35.96339905]
3988|[88.97623382]|[35.96339905]
3989|[87.49952294]|[35.70010271]
3990|[87.49952294]|[35.70010271]
3991|[86.02191901]|[35.44186516]
3992|[86.02191901]|[35.44186516]
3993|[86.02191901]|[35.44186516]
3994|[84.54268128]|[35.19315701]
3995|[84.54268128]|[35.19315701]
3996|[83.06188808]|[34.9538842]
3997|[83.06188808]|[34.9538842]
3998|[83.06188808]|[34.9538842]
3999|[83.06188808]|[34.9538842]
4000|[81.57839927]|[34.73193608]
4001|[80.094586]|[34.51216765]
4002|[80.094586]|[34.51216765]
4003|[78.60919319]|[34.30334186]
4004|[78.60919319]|[34.30334186]
4005|[77.12235449]|[34.10507265]
4006|[77.12235449]|[34.10507265]
4007|[75.63415987]|[33.91725149]
4008|[75.63415987]|[33.91725149]
4009|[75.63415987]|[33.91725149]
4010|[75.63415987]|[33.91725149]
4011|[74.14288802]|[33.75567097]
4012|[72.6511845]|[33.59812545]
4013|[72.6511845]|[33.59812545]
4014|[72.6511845]|[33.59812545]
4015|[71.15725318]|[33.4633322]
4016|[71.15725318]|[33.4633322]
4017|[69.66230636]|[33.34031183]
4018|[69.66230636]|[33.34031183]
4019|[68.16612773]|[33.23330948]
4020|[66.66960359]|[33.13125312]
4021|[65.17260509]|[33.03640858]
4022|[63.67511067]|[32.94974574]
4023|[62.17716399]|[32.87128708]
4024|[60.67891321]|[32.79886753]
4025|[59.18040087]|[32.73207858]
4026|[57.68159979]|[32.67211743]
4027|[56.1825606]|[32.61843792]
4028|[54.68331208]|[32.57096277]
4029|[53.18392989]|[32.52791588]
4030|[51.68445973]|[32.48805045]
4031|[50.1849567]|[32.44944132]
4032|[48.68544172]|[32.4112993]
4033|[47.18587851]|[32.3751028]
4034|[45.68626863]|[32.3408944]
4035|[44.18667718]|[32.30588754]
4036|[42.68716594]|[32.26759882]
4037|[41.18774914]|[32.22577445]
4038|[39.68854391]|[32.17695178]
4039|[38.18957786]|[32.12126697]
4040|[36.6910631]|[32.05453225]
4041|[35.19322826]|[31.97396687]
4042|[33.69597268]|[31.88327107]
4043|[32.19941138]|[31.78176107]
4044|[30.70411287]|[31.66309197]
4045|[29.21095154]|[31.52002118]
4046|[27.72129691]|[31.34415451]
4047|[26.23799621]|[31.12095277]
4048|[24.7625348]|[30.85074242]
4049|[23.29967914]|[30.51899958]
4050|[21.85832785]|[30.10366061]
4051|[20.48006221]|[29.51172831]
4052|[19.59576854]|[28.30010762]
4053|[21.00182508]|[27.7776088]
4054|[21.27777159]|[29.25200818]
4055|[20.12938225]|[28.28702014]
4056|[20.86129221]|[26.97770436]
4057|[22.24048165]|[27.567481]
4058|[20.89730778]|[28.23522644]
4059|[21.10653614]|[26.74989028]
4060|[22.50366417]|[26.20396605]
4061|[23.13958809]|[27.56249495]
4062|[22.05045969]|[26.53108847]
4063|[22.98848974]|[25.36057592]
4064|[24.19212641]|[26.25570652]
4065|[22.69237724]|[26.28313709]
4066|[23.38003564]|[24.95004823]
4067|[24.87993591]|[24.96734529]
4068|[24.71748968]|[26.45852308]
4069|[25.10772322]|[25.01017306]
4070|[25.94247816]|[23.76390496]
4071|[26.12848563]|[25.25232735]
4072|[25.64040003]|[23.83395771]
4073|[27.12683049]|[23.63265079]
4074|[27.04334079]|[25.13032548]
4075|[26.95565601]|[23.63289055]
4076|[28.3092586]|[22.98654695]
4077|[28.19941686]|[24.4825198]
4078|[28.44256331]|[23.00235772]
4079|[29.9118603]|[22.70042003]
4080|[28.671273]|[23.54359447]
4081|[29.71386613]|[22.4651699]
4082|[31.18883687]|[22.19229392]
4083|[29.89179036]|[22.94573293]
4084|[31.13752418]|[22.11018086]
4085|[32.55002215]|[21.60535468]
4086|[31.55190462]|[22.72506955]
4087|[32.7540336]|[21.82791521]
4088|[33.87476941]|[20.83094417]
4089|[33.73987876]|[22.32486669]
4090|[34.33703077]|[20.94885453]
4091|[35.68143119]|[21.61412705]
4092|[34.77328752]|[20.4202782]
4093|[36.20245355]|[20.87578283]
4094|[34.93153039]|[20.07906811]
4095|[36.42069845]|[19.89912783]
4096|[37.8161633]|[20.44928948]
4097|[37.39531062]|[19.00953845]
4098|[38.67176475]|[19.79736131]
4099|[39.12298022]|[21.2278873]
4100|[40.08176407]|[20.07431305]
4101|[39.85697753]|[18.59125169]
4102|[40.92265005]|[19.64687571]
4103|[39.44700167]|[19.91606315]
4104|[40.88683538]|[19.49549343]
4105|[42.36542163]|[19.24294104]
4106|[41.21022625]|[20.19977104]
4107|[42.61303702]|[19.66861951]
4108|[43.84620003]|[18.81462361]
4109|[43.78285302]|[20.3132854]
4110|[44.79720652]|[19.20825736]
4111|[44.98949392]|[17.72063323]
4112|[46.00812695]|[18.82171759]
4113|[44.95347817]|[17.7550799]
4114|[46.45344965]|[17.74582999]
4115|[47.68958097]|[18.59552367]
4116|[47.30030178]|[17.14691685]
4117|[48.5886997]|[17.91505148]
4118|[48.82653602]|[19.39607608]
4119|[49.73494138]|[18.20242634]
4120|[49.2339921]|[16.78854876]
4121|[50.54232024]|[17.52222273]
4122|[51.33733611]|[18.79420927]
4123|[51.95289278]|[17.42633136]
4124|[50.88182641]|[18.47648222]
4125|[52.3818228]|[18.47977509]
4126|[53.64155365]|[17.66547897]
4127|[53.96323274]|[16.20037741]
4128|[54.94075772]|[17.33811416]
4129|[54.07538434]|[18.56331982]
4130|[55.41513935]|[17.88874105]
4131|[56.49185228]|[16.84438036]
4132|[57.33186521]|[18.08711053]
4133|[57.65592324]|[16.62253332]
4134|[58.51430856]|[17.85264496]
4135|[58.87700213]|[16.39715419]
4136|[59.17738075]|[17.8667707]
4137|[60.28907132]|[16.8597235]
4138|[58.96420261]|[16.15635808]
4139|[60.35791948]|[16.71093296]
4140|[61.79807369]|[17.1304039]
4141|[62.05618722]|[15.6527783]
4142|[62.97796497]|[16.83613191]
4143|[61.72581089]|[16.01023232]
4144|[63.22561119]|[16.03470813]
4145|[64.57636798]|[16.68697808]
4146|[63.11449991]|[16.35091003]
4147|[64.60763835]|[16.20760066]
4148|[66.08513356]|[16.46645954]
4149|[67.57746727]|[16.61791942]
4150|[66.29211764]|[15.84469479]
4151|[67.76599749]|[16.12340283]
4152|[69.11781317]|[16.77347543]
4153|[68.85908816]|[15.29595678]
4154|[69.87132682]|[16.4029224]
4155|[70.97874588]|[15.39117982]
4156|[70.74930148]|[16.87352771]
4157|[71.91058715]|[15.92409862]
4158|[70.43835258]|[15.63682635]
4159|[71.92889269]|[15.8050232]
4160|[73.42029001]|[15.96544144]
4161|[74.8663218]|[15.56670335]
4162|[73.5332954]|[16.25448282]
4163|[74.99308629]|[15.90950374]
4164|[76.34290173]|[15.25528798]
4165|[75.70116604]|[16.61108121]
4166|[77.01194697]|[15.88179844]
4167|[77.65320007]|[14.52577689]
4168|[78.49105822]|[15.76996085]
4169|[77.00425167]|[15.968471]
4170|[78.34403155]|[15.29394163]
4171|[79.84150833]|[15.20697454]
4172|[80.85664431]|[16.31128381]
4173|[81.15438347]|[14.84113028]
4174|[81.16314013]|[16.34110472]
4175|[82.4888816]|[15.63938571]
4176|[82.36125778]|[14.14482485]
4177|[83.42602876]|[15.20135822]
4178|[82.31048205]|[16.20413214]
4179|[83.74679783]|[15.77170068]
4180|[85.04230442]|[15.0156169]
4181|[85.49685824]|[16.44508562]
4182|[86.24525252]|[15.14512177]
4183|[85.09174387]|[14.18625901]
4184|[86.54325777]|[14.5645544]
4185|[87.80271189]|[15.37927849]
4186|[88.39446535]|[14.00093606]
4187|[88.9843776]|[15.38006751]
4188|[88.70429535]|[13.90644818]
4189|[90.14161572]|[14.33552879]
4190|[90.71442822]|[15.72184976]
4191|[91.4259688]|[14.40135364]
4192|[90.76839374]|[15.74953577]
4193|[92.2415013]|[15.46677421]
4194|[93.12329173]|[14.2533305]
4195|[92.97473467]|[15.74595597]
4196|[94.30239337]|[15.04787119]
4197|[94.16788036]|[13.55391462]
4198|[95.2221175]|[14.62095916]
4199|[95.61332789]|[16.06904563]
4200|[96.55237173]|[14.89934624]
4201|[96.00830968]|[13.501492]
4202|[97.30822913]|[14.24996339]
4203|[98.158673]|[15.48557871]
4204|[98.78938259]|[14.12462118]
4205|[98.20107691]|[15.50443871]
4206|[99.6980605]|[15.40935913]
4207|[100.56997324]|[14.18879853]
4208|[100.143533]|[15.62690448]
4209|[101.56822806]|[15.15760288]
4210|[102.3547579]|[13.88035161]
4211|[103.03475275]|[15.21736582]
4212|[103.01402739]|[13.71750901]
4213|[104.34135135]|[14.41623005]
4214|[103.21902466]|[15.41140983]
4215|[104.59534619]|[14.81497119]
4216|[105.86645619]|[14.01855461]
4217|[106.2929106]|[15.45665636]
4218|[106.98782139]|[14.12733361]
4219|[105.79950951]|[15.04271051]
4220|[107.29912276]|[15.00865024]
4221|[108.61148147]|[14.28221056]
4222|[107.63892417]|[13.14022445]
4223|[109.09665242]|[13.4938179]
4224|[110.31785951]|[14.36482493]
4225|[110.70729179]|[12.91625926]
4226|[111.64848729]|[14.08422802]
4227|[111.03707641]|[15.45396403]
4228|[112.35811754]|[14.74343582]
4229|[113.30727247]|[13.58192606]
4230|[113.99475969]|[14.91510321]
4231|[113.92827756]|[13.41657723]
4232|[115.29786115]|[14.02832945]
4233|[114.15529082]|[15.00020034]
4234|[115.42595141]|[14.20306694]
4235|[116.81161242]|[13.62865979]
4236|[117.13611583]|[15.09313838]
4237|[117.88980665]|[13.79623817]
4238|[118.25679349]|[15.25065237]
4239|[119.29504966]|[14.16805174]
4240|[118.326127]|[13.02298018]
4241|[119.66428237]|[13.7007266]
4242|[120.92653759]|[14.51110414]
4243|[121.78790428]|[13.28307831]
4244|[121.90055359]|[14.77884238]
4245|[122.91097759]|[13.67022011]
4246|[122.76828119]|[15.16341726]
4247|[123.96626311]|[14.26073275]
4248|[123.0424457]|[13.07897077]
4249|[124.47029662]|[13.5385812]
4250|[125.62408522]|[14.49710707]
4251|[125.69748395]|[12.99890394]
4252|[126.72808416]|[14.08879531]
4253|[125.23660772]|[13.9291143]
4254|[126.7226731]|[13.7251298]
4255|[128.2109028]|[13.91267279]
4256|[129.40968381]|[14.81429583]
4257|[129.38271245]|[13.31453833]
4258|[129.52238798]|[14.80802109]
4259|[130.90331192]|[14.22231718]
4260|[130.52713569]|[12.77025264]
4261|[131.49905467]|[13.91278207]
4262|[132.99697813]|[13.99168267]
4263|[131.65473948]|[13.32205934]
4264|[132.98121838]|[14.02238334]
4265|[134.3083718]|[13.32333842]
4266|[133.34586999]|[14.47381235]
4267|[134.79259778]|[14.07760696]
4268|[135.42616671]|[12.71797818]
4269|[136.0167633]|[14.0968167]
4270|[134.72575198]|[13.33308262]
4271|[136.19422928]|[13.02718326]
4272|[137.57954233]|[13.60242906]
4273|[137.7897693]|[15.08762421]
4274|[138.7959555]|[13.97515428]
4275|[138.46570522]|[12.51196094]
4276|[139.70314264]|[13.35975139]
4277|[140.1155883]|[14.80193327]
4278|[140.91731946]|[13.53416864]
4279|[139.53424177]|[14.11476843]
4280|[141.01077565]|[14.37905561]
4281|[142.41205796]|[13.8438847]
4282|[141.19701664]|[12.96429696]
4283|[142.66424439]|[13.27613461]
4284|[144.00604262]|[13.94664002]
4285|[144.92640636]|[12.76218632]
4286|[145.24178367]|[14.2286573]
4287|[146.00064184]|[12.93477389]
4288|[146.85100878]|[14.17044215]
4289|[146.40258288]|[12.73903927]
4290|[147.86564597]|[13.06986611]
4291|[148.48955629]|[14.43395405]
4292|[149.09571661]|[13.06188639]
4293|[149.00376597]|[14.55906543]
4294|[150.4112713]|[14.04048201]
4295|[150.47812586]|[12.5419726]
4296|[151.52505782]|[13.61618556]
4297|[150.87396367]|[14.9675095]
4298|[152.24533322]|[14.35977143]
4299|[153.24972885]|[13.24568463]
4300|[153.90631039]|[14.59435089]
4301|[154.14093495]|[13.11281408]
4302|[155.45560161]|[13.83506857]
4303|[154.15806063]|[13.08248144]
4304|[155.64203278]|[12.86378835]
4305|[156.8750775]|[13.71795503]
4306|[156.09825583]|[12.43477613]
4307|[157.56243457]|[12.7606298]
4308|[158.57065193]|[13.87125924]
4309|[158.74097056]|[12.38096009]
4310|[159.59520919]|[13.61395496]
4311|[159.23224555]|[12.15853152]
4312|[160.61103087]|[12.7492523]
4313|[161.41619549]|[14.01483909]
4314|[162.05026566]|[12.655444]
4315|[162.4536499]|[14.10018659]
4316|[163.21331817]|[12.80677864]
4317|[163.66883912]|[14.23593946]
4318|[164.50586533]|[12.99119567]
4319|[164.14240253]|[14.44649453]
4320|[165.4299052]|[13.67686028]
4321|[165.67903683]|[12.19769382]
4322|[166.72493789]|[13.27291052]
4323|[166.04316822]|[14.60902059]
4324|[167.42015631]|[14.01412245]
4325|[168.45154985]|[12.92498179]
4326|[169.1965346]|[14.22690257]
4327|[169.47412281]|[12.7528114]
4328|[170.08959317]|[14.12072815]
4329|[170.92753518]|[12.87660067]
4330|[169.82102267]|[13.88933463]
4331|[171.31858325]|[13.97484663]
4332|[172.58475536]|[13.17060277]
4333|[171.08484139]|[13.15453803]
4334|[172.57800317]|[13.2976041]
4335|[174.07792077]|[13.3133264]
4336|[175.46650865]|[12.74603132]
4337|[174.3205067]|[13.71385337]
4338|[175.77240284]|[13.33702768]
4339|[176.80980896]|[12.25361246]
4340|[177.2221568]|[13.69582231]
4341|[176.9422447]|[12.22217065]
4342|[178.38351541]|[12.63778918]
4343|[178.9394019]|[14.03098343]
4344|[179.51310397]|[12.64503035]
4345|[180.24811553]|[13.9526075]
4346|[180.76826246]|[12.54567923]
4347|[181.60935218]|[13.78768086]
4348|[181.43964433]|[12.29731204]
4349|[182.77509182]|[12.98037865]
4350|[181.87317625]|[14.17893959]
4351|[183.13323132]|[13.36514525]
4352|[184.30078879]|[12.42343959]
4353|[184.52427735]|[13.90669711]
4354|[185.1380972]|[12.53803894]
4355|[186.04091872]|[13.7359176]
4356|[185.8215985]|[12.25203801]
4357|[187.10399774]|[13.03014608]
4358|[187.13134211]|[14.52989683]
4359|[188.31431956]|[13.60763637]
4360|[188.40163929]|[12.11018011]
4361|[189.53132525]|[13.09699803]
4362|[188.58859408]|[14.26372763]
4363|[190.00947227]|[13.78299362]
4364|[191.17945442]|[12.8443021]
4365|[191.62103081]|[14.27783281]
4366|[192.04938609]|[12.84029611]
4367|[193.00582326]|[13.99581675]
4368|[192.85269451]|[12.50365336]
4369|[194.03130023]|[13.43149417]
4370|[193.04651398]|[12.30003668]
4371|[194.53941909]|[12.44575668]
4372|[195.74233225]|[13.3418593]
4373|[194.62778099]|[12.33797909]
4374|[196.09946078]|[12.62808014]
4375|[197.21374747]|[13.63225401]
4376|[197.02327446]|[12.14439648]
4377|[198.25706209]|[12.99748973]
4378|[197.82088622]|[14.43267286]
4379|[199.11335686]|[13.67141099]
4380|[199.92378483]|[12.40918815]
4381|[200.68520015]|[13.70156839]
4382|[200.79048192]|[12.20526771]
4383|[201.92371385]|[13.18801152]
4384|[200.58328784]|[12.51476705]
4385|[202.08260668]|[12.46956742]
4386|[203.49780586]|[12.96677087]
4387|[202.23732133]|[13.77989986]
4388|[203.71718727]|[13.5349574]
4389|[205.06321122]|[12.87297589]
4390|[204.66657023]|[14.31958431]
4391|[205.91262997]|[13.48451838]
4392|[206.18479536]|[12.00941635]
4393|[206.67736705]|[13.42623431]
4394|[205.76776061]|[12.23349958]
4395|[207.18347578]|[12.72923194]
4396|[207.96152849]|[14.01166477]
4397|[207.13597605]|[12.75928178]
4398|[208.60396592]|[13.06751179]
4399|[207.9905599]|[14.43635548]
4400|[207.20991668]|[13.15549789]
4401|[208.47295191]|[12.34633658]
4402|[209.27562154]|[13.61350723]
4403|[207.82853977]|[14.00841777]
4404|[207.91408267]|[12.51085895]
4405|[209.41134475]|[12.60144736]
4406|[209.18989157]|[14.08501013]
4407|[207.71482287]|[13.81266412]
4408|[208.26827118]|[12.41849951]
4409|[209.48988809]|[13.28893166]
4410|[208.68520525]|[14.55482483]
4411|[207.36062379]|[13.85091861]
4412|[208.37576889]|[12.74661772]
4413|[209.39627205]|[13.84596903]
4414|[208.23654605]|[14.79730264]
4415|[207.39112457]|[13.55824553]
4416|[208.80441724]|[13.05564846]
4417|[209.08418873]|[14.52932682]
4418|[207.59796438]|[14.73214986]
4419|[207.62959449]|[13.23248339]
4420|[209.10863423]|[13.48236622]
4421|[208.95595677]|[14.97457586]
4422|[207.49513179]|[14.63400222]
4423|[208.20405535]|[13.31209928]
4424|[209.42268457]|[14.18670938]
4425|[208.39612883]|[15.28041103]
4426|[207.37558641]|[14.18109616]
4427|[208.59555021]|[13.30834859]
4428|[209.34505554]|[14.60767217]
4429|[207.92243913]|[15.08323768]
4430|[207.7828497]|[13.58974687]
4431|[209.28162549]|[13.6503368]
4432|[209.09778816]|[15.13902879]
4433|[207.62972085]|[14.83116784]
4434|[208.11081721]|[13.4104123]
4435|[209.42973239]|[14.12487906]
4436|[208.79590734]|[15.48438845]
4437|[207.53603075]|[14.67031783]
4438|[208.61670096]|[13.63005253]
4439|[209.61532815]|[14.74931288]
4440|[208.30526774]|[15.47988916]
4441|[207.77574668]|[14.07646212]
4442|[209.23250102]|[13.71887746]
4443|[209.26666956]|[15.21848824]
4444|[207.77676051]|[15.39218632]
4445|[207.62570281]|[13.89981185]
4446|[209.11651484]|[14.06558126]
4447|[208.7401861]|[15.51760629]
4448|[207.36377959]|[14.92136378]
4449|[208.18600112]|[13.66679144]
4450|[209.47007329]|[14.44213566]
4451|[208.60424051]|[15.66701672]
4452|[207.37122617]|[14.8128062]
4453|[208.33277303]|[13.66153402]
4454|[209.40825925]|[14.70715795]
4455|[208.28059792]|[15.69628884]
4456|[207.382143]|[14.49513158]
4457|[208.77925062]|[13.94915513]
4458|[209.37240455]|[15.32689546]
